colony	meandp	Donor	CellType	Cell.type2	Tissue	Age	Project	Nmut	Nmut_adj_as	Nmut_indel	Nmut_adj_as_indel	Nmut_hsc_as	Nmut_hsc_as_indel	Telomere
PD40521qp	17.66457645	KX001	T	Naive T	blood	29	1903	606	735.6551441	24	36.18551099	664.553228985664	30.8994165447645	4357.9
PD40521qq	19.79188662	KX001	T	Naive T	blood	29	1903	870	960.4605922	30	39.2479649	909.307024997865	35.1440491561965	3320.5
PD40521qr	21.03832098	KX001	T	Naive T	blood	29	1903	745	817.0519633	28	35.7240885	775.63826026157	32.253371614396	3732.5
PD40521qs	22.99852308	KX001	T	Naive T	blood	29	1903	1032	1080.505439	54	59.58709211	1051.96695759601	57.0298098174527	3956.9
PD40521qt	25.98826366	KX001	T	Naive T	blood	29	1903	898	920.3700971	38	40.8553305	906.7978656187	39.5144751138037	3689.1
PD40521qu	26.82896425	KX001	T	Naive T	blood	29	1903	904	920.6722316	28	30.18703758	910.479124861145	29.1531147430529	3043.6
PD40521qv	23.66675051	KX001	T	Naive T	blood	29	1903	836	877.7540102	35	39.924671	853.006323169483	37.6570513073852	4045.1
PD40521qw	21.824688	KX001	T	Naive T	blood	29	1903	785	846.8808368	25	31.83052075	810.966773858228	28.7379795537904	4224.3
PD40521qx	26.54009437	KX001	T	Naive T	blood	29	1903	836	854.5603199	32	34.41213327	843.242206197448	33.2743875688608	3061.8
PD40521qy	20.27276386	KX001	T	Naive T	blood	29	1903	715	798.0034794	22	30.64384097	750.763925274596	26.7892319335362	4380.9
PD40521qz	20.8594083	KX001	T	Naive T	blood	29	1903	770	844.5147496	30	37.93453318	801.782550179326	34.3755081895846	3742.6
PD40521ra	21.61960752	KX001	T	Naive T	blood	29	1903	726	790.4341229	30	37.05871757	753.131018865286	33.869097228495	4581.9
PD40521rb	23.85721267	KX001	T	Memory T	blood	29	1903	1307	1346.934561	64	68.7416113	1323.21683799578	66.5546153958041	2530.5
PD40521rc	27.64518957	KX001	T	Memory T	blood	29	1903	790	801.7046449	28	29.57567162	794.497908011115	28.826070833924	3525.2
PD40521rd	10.45805499	KX001	T	Memory T	blood	29	1903	978	1359.237284	16	42.23962367	1176.80070771463	31.8574216540153	3656.4
PD40521re	9.058649351	KX001	T	Memory T	blood	29	1903	632	1095.734647	13	42.916982	881.146027494321	31.3255010825323	3573
PD40521rf	25.40921946	KX001	T	Naive T	blood	29	1903	791	817.6724457	41	44.33965571	801.578994157769	42.7787746090365	3679.3
PD40521rg	21.4269174	KX001	T	Naive T	blood	29	1903	813	879.8959235	30	37.27621215	841.258988313641	33.9943883730947	4410.4
PD40521rh	30.46350991	KX001	T	Naive T	blood	29	1903	862	860.0885532	47	46.720015	861.291288797308	46.8559372504335	3417.4
PD40521ri	28.35445467	KX001	T	Naive T	blood	29	1903	1021	1028.795549	38	39.07274805	1023.96756730222	38.5596895674113	3232.7
PD40521rj	27.31022599	KX001	T	Naive T	blood	29	1903	941	954.6797626	24	25.82223836	946.280921623063	24.9575519223873	3551.5
PD40521rk	28.82093999	KX001	T	Naive T	blood	29	1903	852	857.4139785	30	30.75566373	854.048533130603	30.39302087562	3137.7
PD40521rl	28.78876747	KX001	T	Naive T	blood	29	1903	742	747.5736414	30	30.77719341	744.109817832593	30.4043054578738	3728.4
PD40521rm	22.98932015	KX001	T	Naive T	blood	29	1903	1077	1125.602573	49	54.59643881	1097.00989909416	52.0350923666744	3009.7
PD40521rn	17.992274	KX001	T	Naive T	blood	29	1903	761	883.8901326	32	43.70326218	816.162146265311	38.6079682586055	3690.9
PD40521ro	23.95531854	KX001	T	Naive T	blood	29	1903	744	783.0147857	18	22.64829044	759.819135063173	20.5024929950323	3576.7
PD40521rp	23.93205788	KX001	T	Naive T	blood	29	1903	732	771.2318064	28	32.67035747	747.912887371054	30.514812078336	4186.4
PD40521rq	25.69433414	KX001	T	Memory T	blood	29	1903	1061	1085.513586	43	46.09866325	1070.68211438438	44.647015289142	3217.9
PD40521rr	27.82370338	KX001	T	Naive T	blood	29	1903	828	838.6866148	24	25.44667044	832.096842046517	24.7575104665789	3753.4
PD40521rs	28.59755786	KX001	T	Naive T	blood	29	1903	966	972.5364296	35	35.90617869	968.480381403454	35.4720101247205	3315.2
PD40521rt	22.61263615	KX001	T	Naive T	blood	29	1903	778	830.6795643	29	34.98435258	799.820843111139	32.2548847575897	4301
PD40521ru	21.52852692	KX001	T	Naive T	blood	29	1903	775	840.5900891	28	35.16114777	802.66001134612	31.9280647237966	3427.2
PD40521rv	26.8129804	KX001	T	Naive T	blood	29	1903	752	768.774864	22	24.19937113	758.520465972264	23.1597477854872	3050.6
PD40521rw	20.56317895	KX001	T	Naive T	blood	29	1903	782	860.7203498	36	44.28896788	815.747959319239	40.5818486821108	4189
PD40521rx	25.29176264	KX001	T	Naive T	blood	29	1903	919	946.5853202	40	43.44037863	929.960093314828	41.8339871479555	3274.6
PD40521ry	23.88959361	KX001	T	Naive T	blood	29	1903	648	687.6296821	20	24.71073699	664.084905980815	22.5373638599497	3397.3
PD40521rz	26.34374248	KX001	T	Naive T	blood	29	1903	742	761.8847356	27	29.56782316	749.780636045627	28.3585313242235	3688
PD40521sa	27.0635904	KX001	T	Naive T	blood	29	1903	781	796.1899686	39	41.00761504	786.88386551524	40.0567767356855	3364.6
PD40521sb	27.40667167	KX001	T	Naive T	blood	29	1903	801	814.1022338	38	39.75063565	806.051308625755	38.9193111786121	3948.7
PD40521sc	20.4023523	KX001	T	Naive T	blood	29	1903	761	842.0723049	29	37.48457618	795.853206688793	33.6960630403286	3259.7
PD40521sd	21.25511982	KX001	T	Naive T	blood	29	1903	842	911.1433366	38	45.47267669	871.293298679284	42.1078326413259	4223.2
PD40521se	21.54751852	KX001	T	Naive T	blood	29	1903	670	735.3479201	23	30.13973396	697.549093236226	26.9157313616938	3506.8
PD40521sf	19.28311671	KX001	T	Naive T	blood	29	1903	885	983.8740349	22	31.91024933	928.352924286063	27.535531265612	3752.6
PD40521sg	25.54806832	KX001	T	Naive T	blood	29	1903	730	755.6111102	35	38.22167782	740.137294485402	36.7142109332407	3588.1
PD40521sh	19.50962157	KX001	T	Memory T	blood	29	1903	838	933.0596342	30	39.61241007	879.512440345371	35.3591563557929	3980.8
PD40521si	19.5178866	KX001	T	Naive T	blood	29	1903	843	937.9225601	34	43.60163345	884.446490283346	39.3527843837268	4507.7
PD40521sj	23.43833391	KX001	T	Naive T	blood	29	1903	678	721.9962233	26	31.14753738	695.984223344055	28.7821015597453	3755.5
PD40521sk	32.72667915	KX001	T	Naive T	blood	29	1903	757	747.2429442	35	33.47910081	753.473234485716	34.2283729898764	3842.8
PD40521sl	27.82171259	KX001	T	Naive T	blood	29	1903	898	908.6978339	38	39.4480994	902.101252421624	38.7582690494158	3546.2
PD40521sm	24.24161908	KX001	T	Naive T	blood	29	1903	741	777.3966649	23	27.37968275	755.692336758455	25.3528405057604	4010
PD40521sn	30.43750741	KX001	T	Naive T	blood	29	1903	1079	1077.192767	47	46.73547674	1078.32972091	46.8638702080697	3447.4
PD40521so	22.90556668	KX001	T	Naive T	blood	29	1903	744	793.4918996	26	31.681784	764.403506436561	29.0833567118367	4307.5
PD40521sp	23.23351936	KX001	T	Naive T	blood	29	1903	955	1001.064096	39	44.35050696	973.890848174287	41.8963080952016	3949.9
PD40521sq	18.67251447	KX001	T	Naive T	blood	29	1903	621	730.7335698	17	27.73770255	669.646839122481	23.0282149241965	4794.5
PD40521sr	25.00030904	KX001	T	Naive T	blood	29	1903	790	819.9115812	33	36.69401096	801.936101089988	34.9733889770261	3780.5
PD40521ss	26.25225941	KX001	T	Naive T	blood	29	1903	835	855.513426	36	38.64111405	843.037118477225	37.3982158441904	3090
PD40521st	23.84451328	KX001	T	Naive T	blood	29	1903	792	832.0544864	39	43.75373998	808.268762521931	41.5613944781157	3653.9
PD40521su	19.99850151	KX001	T	Naive T	blood	29	1903	759	846.1994109	29	37.98583776	796.752448423676	33.9898236228954	4288.2
PD40521sv	23.65302698	KX001	T	Naive T	blood	29	1903	830	871.8868594	43	47.93795855	847.064111048557	45.6644965406089	4677.7
PD40521sw	20.23822323	KX001	T	Memory T	blood	29	1903	2119	2202.523733	64	72.68654287	2155.0097595723	68.8142388476814	2509.8
PD40521sx	28.15804169	KX001	T	Naive T	blood	29	1903	827	835.842278	39	40.20946586	830.374741568368	39.6318609572222	3282.2
PD40521sy	27.82212224	KX001	T	Naive T	blood	29	1903	863	873.6955278	26	27.44780569	867.100345857166	26.7581131292296	3618.8
PD40521sz	28.48327051	KX001	T	Naive T	blood	29	1903	867	874.1234143	55	55.98412385	869.707142630795	55.5130047791715	3295.5
PD40521ta	28.31213414	KX001	T	Naive T	blood	29	1903	768	776.0188357	37	38.10204383	771.05426176395	37.5751388974206	3738.8
PD40521tb	28.68626317	KX001	T	Naive T	blood	29	1903	866	872.0868027	29	29.84612008	868.307112001571	29.4404643348126	2782.2
PD40521tc	19.11094541	KX001	T	Naive T	blood	29	1903	908	1009.849444	36	46.13990647	952.795553519808	41.6718818654506	3646.8
PD40521td	18.96609183	KX001	T	Naive T	blood	29	1903	812	916.4047856	34	44.33533434	858.039293609442	39.7881488168254	4408.8
PD40521te	19.1512464	KX001	T	Naive T	blood	29	1903	717	818.147003	36	46.08589494	761.454430619312	41.6397871137824	4690.7
PD40521tf	27.07010899	KX001	T	Naive T	blood	29	1903	691	706.1494259	33	35.00267287	696.867631941858	34.0541272799722	3915.3
PD40521tg	28.61729331	KX001	T	Naive T	blood	29	1903	951	957.4359486	35	35.89278381	953.441627385866	35.4649713190417	4243.5
PD40521th	35.14356711	KX001	T	Naive T	blood	29	1903	910	894.0569116	43	40.35866483	904.373741926923	41.6786463920978	3234.3
PD40521ti	22.84762524	KX001	T	Naive T	blood	29	1903	670	720.1128389	18	23.74112855	690.67880156462	21.1169480412243	3021.8
PD40521tj	14.70450372	KX001	T	Naive T	blood	29	1903	714	919.7660413	23	40.09642541	812.359737339626	32.9335293877952	3424.7
PD40521tk	25.81273245	KX001	T	Naive T	blood	29	1903	758	781.6403143	30	33.00002831	767.321103407392	31.5932292517801	4158.8
PD40521tl	19.55236254	KX001	T	Naive T	blood	29	1903	748	842.3523636	27	36.55674962	789.172295756872	32.3262529144264	4361.3
PD40521tm	16.07415526	KX001	T	Naive T	blood	29	1903	667	833.9058793	18	32.69415201	744.679687117527	26.4348144893895	3579.8
PD40521tn	20.70791394	KX001	T	Naive T	blood	29	1903	670	746.6453141	37	45.11485225	702.776460922037	41.4803850799259	3703.1
PD40521to	21.08000546	KX001	T	Naive T	blood	29	1903	779	850.4863438	31	38.67544514	809.376161368799	35.2251807219183	3282.2
PD40521tp	23.10619841	KX001	T	Naive T	blood	29	1903	905	952.3775662	55	60.4781934	924.469043238159	57.9683092437096	2966.5
PD40521tq	23.11748916	KX001	T	Naive T	blood	29	1903	982	1029.260206	46	51.46682276	1001.4173082458	48.9618926368636	3838.8
PD40521tr	14.84536494	KX001	T	Naive T	blood	29	1903	655	856.4431939	18	34.83832612	751.025887334815	27.7712450707673	4467.7
PD40521ts	28.93288439	KX001	T	Naive T	blood	29	1903	1010	1014.863611	42	42.68113887	1011.83765021289	42.3539958206913	3436.1
PD40521tt	27.40562597	KX001	T	Naive T	blood	29	1903	928	941.1084586	41	42.75140956	933.053780611948	41.9197242418879	2955.8
PD40521tu	27.13416654	KX001	T	Naive T	blood	29	1903	718	732.7528588	33	34.95423224	723.708979987483	34.0281705191136	3072.9
PD40521tv	21.70416593	KX001	T	Naive T	blood	29	1903	844	907.3731145	35	41.96422087	870.646516712419	38.814758870909	4285.1
PD40521tw	23.39756936	KX001	T	Naive T	blood	29	1903	715	759.4034265	32	37.18769753	733.162397104993	34.8046746898253	4120.4
PD40521tx	23.0741912	KX001	T	Naive T	blood	29	1903	874	921.7111872	22	27.51047627	893.616188712261	24.9865320426427	3684.6
PD40521ty	24.22342165	KX001	T	Naive T	blood	29	1903	796	832.5601894	32	36.39659142	810.762484503357	34.3622445980486	3703
PD40521tz	19.36669769	KX001	T	Naive T	blood	29	1903	830	927.4534314	25	34.79978152	872.666286526178	30.4700538434262	4180.6
PD40521ua	14.87882392	KX001	T	Naive T	blood	29	1903	692	892.4279492	22	38.77740195	787.478933050006	31.7329813103019	3855.6
PD40521ub	29.73554069	KX001	T	Naive T	blood	29	1903	863	864.1432607	35	35.16397189	863.427639531271	35.0847679380949	3001.3
PD40521uc	20.65912154	KX001	T	Naive T	blood	29	1903	756	833.3404816	24	32.17334679	789.101546038957	28.5144507489068	4105.4
PD40521ud	22.98640583	KX001	T	Naive T	blood	29	1903	815	863.6333525	33	38.59939959	835.023508618571	36.0367658704714	3887.8
PD40521ue	24.06719467	KX001	T	Naive T	blood	29	1903	889	926.9801137	34	38.54267029	904.372892055349	36.4435813608673	4067.1
PD40521uf	28.92880578	KX001	T	Naive T	blood	29	1903	855	859.8835202	47	47.68384323	856.845268742857	47.3554109718702	4072.6
PD40521ug	29.69990765	KX001	T	Naive T	blood	29	1903	844	845.3003262	25	25.18630429	844.48660382568	25.0963354627834	3750.7
PD40521uh	25.68528933	KX001	T	Naive T	blood	29	1903	764	788.5808534	35	38.10623298	773.709965671729	36.6511465036806	3231.6
PD40521uj	39.32118614	KX001	T	Naive T	blood	29	1903	820	797.0317327	44	39.82639951	812.165833425903	41.9576327948504	5874.3
PD40521uk	32.45043679	KX001	T	Naive T	blood	29	1903	864	855.0816918	43	41.61998689	860.766887047414	42.2986805928347	3148.6
PD40521ul	18.09786151	KX001	T	Naive T	blood	29	1903	692	812.7709826	21	32.55027744	746.105494683342	27.5157717671139	3463.2
PD40521um	21.50887053	KX001	T	Naive T	blood	29	1903	881	946.8413545	29	36.18334103	908.775149909739	32.9408502118358	4205.8
PD40521un	22.69707598	KX001	T	Naive T	blood	29	1903	703	754.7482189	28	33.89648074	724.405695894438	31.2050025765273	4240.6
PD40521uo	22.71161524	KX001	T	Naive T	blood	29	1903	624	675.5888866	24	29.88140453	645.334759068068	27.1964497636855	4396.3
PD40521up	20.95188676	KX001	T	Naive T	blood	29	1903	676	749.2346076	23	30.82541817	707.187133595023	27.3121453136755	3822.9
PD40521uq	22.64115049	KX001	T	Memory T	blood	29	1903	2103	2155.363922	67	72.95462012	2124.68004991203	70.2380004230856	3063.1
PD40521ur	20.30323666	KX001	T	Memory T	blood	29	1903	1199	1281.546431	35	43.60625602	1234.54812794551	39.7672308697817	3753.8
PD40521us	20.12077001	KX001	T	Memory T	blood	29	1903	904	989.3103618	44	52.83254094	940.855555713115	48.8998220748966	2938.2
PD40521ut	22.44744341	KX001	T	Naive T	blood	29	1903	770	824.5313885	29	35.15780756	792.648807513004	32.3535096163733	3907.1
PD40521uv	27.73812441	KX001	T	Memory T	blood	29	1903	1005	1016.171713	37	38.50830721	1009.28773560714	37.7902488095399	3112.9
PD40521uw	21.59833046	KX001	T	Naive T	blood	29	1903	749	813.7029527	32	39.082587	776.253935938157	35.8828322654375	4528.6
PD40521ux	22.62720056	KX001	T	Memory T	blood	29	1903	1373	1425.518187	61	66.96915758	1394.74884837241	64.2462551118342	2495.4
PD40521uy	22.86430622	KX001	T	Naive T	blood	29	1903	815	864.9335966	34	39.72401846	835.599294233341	37.1072604708328	2765.4
PD40521va	21.62721853	KX001	T	Memory T	blood	29	1903	994	1058.338144	33	40.05018848	1021.08715006233	36.8641903088471	3608
PD40521vb	22.25334464	KX001	T	Memory T	blood	29	1903	926	982.758613	39	45.36425924	949.64897845526	42.4711700735355	3825.2
PD40521vc	22.13050837	KX001	T	Naive T	blood	29	1903	747	805.19742	33	39.49640871	771.297587956629	36.5466392251156	4798.1
PD40521vd	26.17485204	KX001	T	Memory T	blood	29	1903	936	957.0512479	44	46.70350513	944.256980741253	45.4320355145628	3192.5
PD40521ve	20.36864177	KX001	T	Naive T	blood	29	1903	849	930.5715422	28	36.52586358	884.088365652073	32.7202008615882	4035.1
PD40521vf	21.32298648	KX001	T	Memory T	blood	29	1903	1065	1133.249532	34	41.39477645	1093.88143230211	38.0628205672747	4235.6
PD40521vk	16.6217133	KX001	T	Naive T	blood	29	1903	721	874.2039885	24	37.79794843	791.559227635526	31.8826800815273	4579.6
PD40521vm	33.1242018	KX001	T	Memory T	blood	29	1903	987	976.0875525	49	47.28120144	983.072012654207	48.1300435267245	3359.3
PD40521vn	30.1237598	KX001	T	Memory T	blood	29	1903	793	792.4783212	30	29.92432821	792.805786623003	29.9609787991274	3123.2
PD40521vo	30.55661364	KX001	T	Memory T	blood	29	1903	1314	1311.718288	50	49.66489017	1313.1549388404	49.827676174652	2578.8
PD40521vp	20.62696339	KX001	T	Naive T	blood	29	1903	778	855.8010834	32	40.21201296	811.317151907011	36.5369807236151	3540.9
PD40521vq	22.30823161	KX001	T	Naive T	blood	29	1903	679	735.1230956	24	30.30558683	702.363108578997	27.4377015252327	4139.7
PD40521vr	20.28250581	KX001	T	Naive T	blood	29	1903	699	781.8571676	24	32.63181639	734.694826129865	28.7821921699557	4520.5
PD40521vs	25.95045655	KX001	T	Naive T	blood	29	1903	847	869.6412419	38	40.88634238	855.909369887145	39.5313387185019	3843.6
PD40521vt	23.27710839	KX001	T	Memory T	blood	29	1903	742	787.6193899	25	30.30706035	760.695493771422	27.8718361474583	4114.9
PD40521vu	26.34619324	KX001	T	Naive T	blood	29	1903	882	901.8679943	37	39.56586618	889.773814039143	38.357472329147	3166.9
PD40521vv	28.67988113	KX001	T	Memory T	blood	29	1903	831	837.1189791	41	41.85042832	833.319499143745	41.4427260285348	3570.3
PD40521vw	18.88013195	KX001	T	Memory T	blood	29	1903	1058	1163.944082	32	42.45227149	1104.7906051726	37.8578230085301	3286.7
PD40521vx	17.45703803	KX001	T	Memory T	blood	29	1903	919	1053.090882	36	48.49684979	979.791196044946	43.0882282506439	5223.6
PD40521vy	23.09607555	KX001	T	Naive T	blood	29	1903	822	869.4829218	43	48.48839462	841.515498529558	45.97406673773	4368.9
PD40521vz	22.82670394	KX001	T	Naive T	blood	29	1903	770	820.3381907	32	37.7626167	790.77880766136	35.129117391122	3109.1
PD40521wa	22.39750109	KX001	T	Memory T	blood	29	1903	1159	1214.099107	36	42.21065362	1181.9033016497	39.3835992838945	4227.1
PD40521wb	23.70277166	KX001	T	Naive T	blood	29	1903	695	736.4064486	42	46.88985775	711.855229287787	44.6375511613006	2793.8
PD40521wc	25.83791923	KX001	T	Naive T	blood	29	1903	720	743.4562674	29	31.97915347	729.245151330648	30.5818567252954	3518.1
PD40521wd	23.01537654	KX001	T	Naive T	blood	29	1903	821	869.3278545	36	41.56999094	840.88847407389	39.0201462491159	4113.7
PD40521we	25.73832206	KX001	T	Naive T	blood	29	1903	796	820.1875739	45	48.06191984	805.547219267792	46.6269693008749	3905.9
PD40521wg	22.92243092	KX001	T	Memory T	blood	29	1903	954	1003.312051	51	56.66455812	974.323842843537	54.0736109235868	5064.5
PD40521wj	22.4499912	KX001	T	Naive T	blood	29	1903	801	855.5025225	28	34.15511647	823.635875894175	31.3519778787126	4315.5
PD40521wm	23.9927663	KX001	T	Naive T	blood	29	1903	813	851.6667865	28	32.61284289	828.668911330815	30.4827119278203	3847.2
PD40521wn	20.61286973	KX001	T	Naive T	blood	29	1903	825	903.0035394	43	51.22898574	858.411974014006	47.5468733785132	5025.3
PD40521wo	23.987969	KX001	T	Naive T	blood	29	1903	1040	1078.711271	42	46.61737844	1055.68810674799	44.4852423981404	3612
PD40521wp	14.80226821	KX001	T	Naive T	blood	29	1903	779	981.7574011	20	36.91701571	875.734564505635	29.8206910488881	3712.4
PD40521wq	21.73041278	KX001	T	Memory T	blood	29	1903	1618	1681.046137	58	64.93500535	1644.49740619843	61.7979711755217	3437.8
PD40521ws	16.66893536	KX001	T	Naive T	blood	29	1903	684	836.0673256	20	33.72229639	753.972844234175	27.8362528889688	4080
PD40667hb	14.84577852	KX002	HSC	HSC	bonemarrow	38	2022	629	735.565298	0	14.15115699	731.285160155702	14.5101823269333	3102.6
PD40667hd	15.87068787	KX002	HSC	HSC	bonemarrow	38	2022	706	783.5092469	2	13.96015711	790.828500177615	15.2133055763392	3207.9
PD40667hl	16.17013441	KX002	HSC	HSC	bonemarrow	38	2022	627	697.6084162	3	14.37881511	707.26616686728	15.844771570402	3211.7
PD40667ig	15.56361966	KX002	HSC	HSC	bonemarrow	38	2022	687	772.2766816	1	13.5829549	776.749500558156	14.5960424990152	2865.6
PD40667jh	16.309255	KX002	HSC	HSC	bonemarrow	38	2022	693	760.6119824	0	11.11715208	771.222757618128	12.6751161562035	3143
PD40667jk	16.28619051	KX002	HSC	HSC	bonemarrow	38	2022	652	720.0999308	0	11.16016927	730.558254169796	12.7031740698155	2540
PD40667kc	14.95434828	KX002	HSC	HSC	bonemarrow	38	2022	669	772.036701	2	15.90342961	769.291644780161	16.3701572165463	2874.5
PD40667kv	15.01408942	KX002	HSC	HSC	bonemarrow	38	2022	652	753.1446666	0	13.76876122	751.209983089586	14.2933779055716	3522.1
PD40667lb	15.89951492	KX002	HSC	HSC	bonemarrow	38	2022	695	771.8169698	0	11.90309397	779.379324498899	13.1776265768748	3424.9
PD40667nt	15.90408793	KX002	HSC	HSC	bonemarrow	38	2022	655	731.7077119	1	12.89406349	739.308267161877	14.1719705540584	3324.2
PD40667rr	8.23173468	KX002	B Memory	Memory B	spleen	38	1903	1038	1857.393861	25	64.59881663	1363.85482641165	49.3590212517519	11745.3
PD40667rv	15.5141286	KX002	B Naive	Naive B	spleen	38	1903	1257	1343.598567	32	44.68593955	1347.56646240106	45.6581903849004	2280.6
PD40667rx	7.141927074	KX002	B Memory	Memory B	spleen	38	1903	2489	3634.56474	17	63.64468673	2881.52128082954	43.2595157583625	6700.8
PD40667ry	20.01272179	KX002	B Memory	Memory B	spleen	38	1903	1466	1486.98173	82	87.77467022	1504.1009927761	90.5032588691327	5605.4
PD40667sc	7.31655614	KX002	B Memory	Memory B	spleen	38	1903	767	1852.685384	3	48.4398418	1148.00770851495	28.9491274229329	6040.9
PD40667sd	21.93012273	KX002	CD4 naive	Naive T	spleen	38	1903	1070	1081.187474	51	54.94649003	1095.24646117357	57.584219063363	3200.2
PD40667se	9.173346915	KX002	CD8 naive	Naive T	spleen	38	1903	498	1111.347163	18	52.34210636	775.24021627998	40.7852716990641	2955
PD40667sf	33.99659517	KX002	CD4 naive	Naive T	spleen	38	1903	1191	1190.276034	54	53.21507113	1186.67364302198	51.4752301123041	2756.5
PD40667sg	29.92322048	KX002	CD4 naive	Naive T	spleen	38	1903	1194	1194.024436	36	36.01995178	1194.11457493552	36.05275424123	3231.5
PD40667sh	24.76271645	KX002	CD4 naive	Naive T	spleen	38	1903	1234	1238.091875	55	57.02188465	1246.3989968597	59.0163845860923	2227.1
PD40667si	22.34041841	KX002	CD4 memory	Memory T	spleen	38	1903	1173	1182.741584	53	56.61674906	1195.98990879719	59.1931775168302	2840
PD40667sj	26.62644509	KX002	CD4 memory	Memory T	spleen	38	1903	1204	1205.862098	56	57.12294676	1210.71323226947	58.4853559513337	2332
PD40667sk	27.25232034	KX002	CD4 naive	Naive T	spleen	38	1903	874	875.3573516	37	37.87135627	879.167071420048	38.9973924886073	3466.2
PD40667sl	23.16853172	KX002	CD4 memory	Memory T	spleen	38	1903	1332	1339.323819	58	61.00781332	1350.87950212166	63.4240656170479	2328.9
PD40667sm	25.46676734	KX002	CD4 naive	Naive T	spleen	38	1903	1132	1135.097016	54	55.6536245	1142.04134004806	57.423951491352	3079.3
PD40667sn	30.60899358	KX002	CD4 naive	Naive T	spleen	38	1903	1286	1285.825305	49	48.84933799	1285.14133904806	48.5875155123651	3449.4
PD40667so	23.79339549	KX002	CD4 naive	Naive T	spleen	38	1903	1180	1185.866023	32	34.59415285	1196.13254433373	36.8610983480252	3116.1
PD40667sp	19.12347834	KX002	CD4 naive	Naive T	spleen	38	1903	853	880.8930914	37	43.81017629	898.608229181419	46.4468470973446	4469.5
PD40667sq	19.06033236	KX002	CD4 memory	Memory T	spleen	38	1903	2074	2102.459418	58	64.88888316	2120.1848282998	67.5151956580447	1798.6
PD40667sr	23.80338203	KX002	CD4 naive	Naive T	spleen	38	1903	1040	1045.84492	42	44.58783947	1056.09092140326	46.8522194888068	3462.2
PD40667ss	24.04291647	KX002	CD4 naive	Naive T	spleen	38	1903	1394	1399.357699	50	52.43910891	1409.11308973772	54.6403708527309	3876.1
PD40667st	21.46822044	KX002	CD4 naive	Naive T	spleen	38	1903	845	858.04887	40	44.34182379	872.97848804484	47.0325489166449	3682.3
PD40667su	16.69510432	KX002	CD4 naive	Naive T	spleen	38	1903	794	853.9412499	24	34.41832068	866.797155306742	36.2097120042148	4005.1
PD40667sv	30.54932366	KX002	CD4 naive	Naive T	spleen	38	1903	1056	1055.841014	34	33.8635221	1055.22167347234	33.6274687204058	3668.7
PD40667sw	28.68439835	KX002	CD4 memory	Memory T	spleen	38	1903	1519	1519.509887	53	53.37437807	1521.18103175128	53.9277602329473	3405.8
PD40667sx	17.95520304	KX002	CD4 memory	Memory T	spleen	38	1903	1228	1268.375411	43	51.38902178	1285.32339336638	53.7410585510926	2413.5
PD40667sy	24.48405502	KX002	CD4 naive	Naive T	spleen	38	1903	953	957.5490302	54	56.17828959	966.41128503941	58.2557273496039	2507.7
PD40667sz	19.04181952	KX002	CD4 naive	Naive T	spleen	38	1903	1285	1313.627537	55	61.91209323	1331.35501852387	64.5352670797593	3550.8
PD40667ta	24.73059855	KX002	CD4 naive	Naive T	spleen	38	1903	1335	1339.142591	40	42.03959218	1347.51328540735	44.0438280078349	2954.5
PD40667tc	19.21231008	KX002	CD8 naive	Naive T	spleen	38	1903	1470	1497.114766	44	50.70066033	1514.80728937594	53.3510012573004	3454.7
PD40667td	59.57181118	KX002	CD8 naive	Naive T	spleen	38	1903	858	856.9761048	39	37.23363171	849.167086188906	27.3581027638371	4474.8
PD40667te	35.1993461	KX002	CD4 memory	Memory T	spleen	38	1903	1115	1114.18336	58	57.0547443	1109.84343380184	54.7943939790937	4091.8
PD40667tf	22.68065162	KX002	CD4 naive	Naive T	spleen	38	1903	920	928.6733437	32	35.35773335	941.232224122552	37.8739586175292	3063.8
PD40667tg	18.66741696	KX002	CD4 naive	Naive T	spleen	38	1903	984	1016.241181	26	33.39506556	1033.9122271634	35.944561527215	2814.7
PD40667th	23.1528681	KX002	CD4 naive	Naive T	spleen	38	1903	1319	1326.364078	40	43.01866952	1337.95210479739	45.4383678575489	2720.6
PD40667ti	25.74223764	KX002	CD4 naive	Naive T	spleen	38	1903	1014	1016.762678	39	40.51941375	1023.19158199304	42.1968580365085	2818.2
PD40667tj	17.88765502	KX002	CD4 naive	Naive T	spleen	38	1903	942	983.2433071	53	61.48870089	1000.07303435413	63.817838847185	3278.5
PD40667tk	25.63920962	KX002	CD4 naive	Naive T	spleen	38	1903	1344	1346.884424	50	51.56898624	1353.50483961786	53.2814864713461	3389.6
PD40667tl	44.64954519	KX002	CD4 naive	Naive T	spleen	38	1903	1277	1275.987369	55	53.42499413	1268.87714402566	47.4855152779385	3151.5
PD40667tm	28.10178148	KX002	CD8 naive	Naive T	spleen	38	1903	799	799.8104712	31	31.56426821	802.310601073826	32.3552094161002	4051.7
PD40667tn	21.68847274	KX002	CD4 memory	Memory T	spleen	38	1903	1889	1901.128323	55	59.15002671	1915.64950999363	61.8176879830459	2347.6
PD40667to	16.67943357	KX002	CD4 naive	Naive T	spleen	38	1903	1042	1102.235384	39	49.44595019	1115.0107690324	51.2284669700006	3179.2
PD40667tp	27.18096859	KX002	CD4 naive	Naive T	spleen	38	1903	1020	1021.410116	34	34.89890439	1025.33530248801	36.0523785932325	4028.5
