colony	meandp	Donor	CellType	Cell.type2	Tissue	Age	Project	Nmut	Nmut_adj_as	Nmut_indel	Nmut_adj_as_indel	Nmut_hsc_as	Nmut_hsc_as_indel
PD43974ci	15.65969283	KX003	HSC	HSC	bonemarrow	81	2129	1388	1556.483168	21	56.72208624	1434.04631175449	37.7678984646331
PD43974cu	6.619281096	KX003	B Naive	Naive B	spleen	81	1903	600	1207.767824	48	109.573633	1160.33461948708	92.7636479120054
PD43974cx	7.396889687	KX003	B Memory	Memory B	spleen	81	1903	822	1368.975835	17	76.23942084	1274.48750686741	58.4059725475676
PD43974cy	11.34338297	KX003	B Naive	Naive B	spleen	81	1903	1270	1586.840827	36	83.71927768	1422.60146958769	63.4513981396665
PD43974da	6.698490524	KX003	B Memory	Memory B	spleen	81	1903	1399	2000.293901	17	78.33487565	1947.26682081047	61.4111924320387
PD43974db	10.211753	KX003	B Memory	Memory B	spleen	81	1903	2594	2965.378904	97	147.9676267	2802.50551050213	127.978044042006
PD43974de	15.65235354	KX003	B Memory	Memory B	spleen	81	1903	2914	3082.672007	128	163.741968	2960.14098816386	144.782885570063
PD43974df	7.297794155	KX003	B Memory	Memory B	spleen	81	1903	1552	2106.389572	22	81.53568943	2016.98613057466	63.821403381228
PD43974dh	16.10904366	KX003	B Memory	Memory B	spleen	81	1903	4707	4864.253642	220	254.5080602	4747.59811736039	235.868174161305
PD43974di	12.15284588	KX003	B Memory	Memory B	spleen	81	1903	2679	2961.416857	126	171.4223209	2801.02272205129	151.132495864495
PD43974dj	7.293368253	KX003	B Memory	Memory B	spleen	81	1903	1970	2524.722904	24	83.54893003	2435.55233433032	65.8400413513042
PD43974dk	8.015277482	KX003	B Memory	Memory B	spleen	81	1903	1392	1894.784285	24	81.39846931	1773.72211221609	62.8925426293799
PD43974dp	11.40501061	KX003	CD8 Memory	Memory T	spleen	81	1903	1677	1991.092252	49	96.54362335	1827.02707491768	76.269078935615
PD43974dr	17.53891444	KX003	CD4 Naive	Naive T	bonemarrow	81	1903	2158	2283.543118	85	115.6877191	2185.12424206635	98.2273106132676
PD43974ds	15.20354072	KX003	CD4 Naive	Naive T	bonemarrow	81	1903	2104	2284.565345	93	129.9611246	2156.30872260082	110.717748638
PD43974dt	18.39409812	KX003	CD4 Naive	Naive T	blood	81	2073	2121	2230.18116	91	119.4336104	2142.2586952404	102.79717160271
PD43974du	16.61793099	KX003	CD4 Naive	Naive T	bonemarrow	81	1903	2129	2274.294912	96	129.1409764	2164.18724980643	110.890620490695
PD43974dv	17.96490747	KX003	CD4 Naive	Naive T	blood	81	2073	1924	2041.168098	83	112.5620206	1948.03055056353	95.5016823427368
PD43974dw	16.43017531	KX003	CD4 Naive	Naive T	bonemarrow	81	1903	1825	1974.616398	86	119.6444071	1862.09622015375	101.246289782905
PD43974dy	11.88831704	KX003	CD4 Memory	Memory T	blood	81	2073	1844	2137.275165	58	104.1705312	1975.27881236428	83.8725033775328
PD43974dz	16.7075149	KX003	CD4 Memory	Memory T	blood	81	2073	2439	2582.269443	88	120.9011695	2473.31050601482	102.722946353362
PD43974ea	12.8447077	KX003	CD4 Memory	Memory T	blood	81	2073	2202	2457.702001	67	110.4764814	2302.76378784891	90.2752892097048
PD43974eb	16.14649125	KX003	CD4 Memory	Memory T	blood	81	2073	1930	2086.346753	78	112.4071802	1970.17368975303	93.7947628254667
PD43974ec	7.795007664	KX003	B Memory	Memory B	blood	81	2073	1272	1790.124361	20	78.05266679	1677.56375918424	59.7724379759389
PD43974m	13.43442864	KX003	HSC	HSC	bonemarrow	81	2129	1194	1428.732289	28	69.83047297	1279.57147341609	49.7777459171636
PD43974v	12.40452335	KX003	HSC	HSC	bonemarrow	81	2129	1215	1487.42304	36	80.71263847	1328.81865248846	60.4439985913328
PD43974z	14.14720184	KX003	HSC	HSC	bonemarrow	81	2129	1264	1475.418478	35	74.85631675	1334.20640694512	55.0668543535352
PD40315ad	15.56151956	CB001	HSC	HSC	cordblood	0	2084	54	62.7833942	0	1.265454743	57.7396304535552	1.52621496497239
PD40315ae	11.75651715	CB001	HSC	HSC	cordblood	0	2084	34	59.87270268	1	3.350298899	42.4983097349518	3.25533428360451
PD40315af	12.42545764	CB001	HSC	HSC	cordblood	0	2084	39	60.85107819	3	5.159577175	46.3673366544739	5.11280540643578
PD40315ao	14.42368911	CB001	HSC	HSC	cordblood	0	2084	43	55.60705346	0	1.589861665	47.792144980407	1.72443495073271
PD40315at	15.65548129	CB001	HSC	HSC	cordblood	0	2084	43	51.50500065	3	4.238665528	46.6633605460329	4.5105356071503
PD40315aw	14.56813432	CB001	HSC	HSC	cordblood	0	2084	44	56.07184728	4	5.54867896	48.6443021281064	5.69839486575887
PD40315bf	14.6415168	CB001	HSC	HSC	cordblood	0	2084	37	48.80583752	3	4.527756738	41.5708803255563	4.6852653441174
PD40315bo	15.88846781	CB001	HSC	HSC	cordblood	0	2084	44	51.83694956	0	1.17223862	47.480559131021	1.47209541467773
PD40315ew	14.64411218	CB001	HSC	HSC	cordblood	0	2084	30	41.7965024	1	2.527016878	34.5683044496602	2.68480227640583
PD40315fj	15.7415191	CB001	HSC	HSC	cordblood	0	2084	48	56.25465138	0	1.21413524	51.5948195598159	1.49626783269816
PD42874b_lo0001	28.88543605	CB001	CD4 Naive	Naive T	cordblood	0	2073	116	110.9226957	7	4.466673923	116.050764926215	7.07117412232909
PD42874b_lo0002	12.36362801	CB001	CD4 Naive	Naive T	cordblood	0	1903	100	122.2005376	1	3.177205522	107.465386111182	3.12570332568791
PD42874b_lo0003	21.09972668	CB001	CD4 Naive	Naive T	cordblood	0	1903	121	119.7904358	10	9.686456907	122.046434741642	10.7565219735901
PD42874b_lo0004	19.69907439	CB001	CD4 Naive	Naive T	cordblood	0	1903	113	113.3802819	2	2.085796992	114.466891324349	2.92416183945788
PD42874b_lo0005	25.48558763	CB001	CD4 Naive	Naive T	cordblood	0	2073	148	143.925521	5	3.436004364	148.303258614536	5.32565728113304
PD42874b_lo0006	18.46183881	CB001	CD8 Naive	Naive T	cordblood	0	1903	134	136.2095168	6	6.438544982	135.955387564663	7.08643386210708
PD42874b_lo0007	24.01116241	CB001	CD4 Naive	Naive T	cordblood	0	2073	116	112.6241667	9	7.856377864	116.482163958293	9.45612809315064
PD42874b_lo0008	23.29029146	CB001	CD4 Naive	Naive T	cordblood	0	2073	102	99.04886279	8	7.061905348	102.591784051405	8.52494753038934
PD42874b_lo0009	21.92457337	CB001	CD4 Naive	Naive T	cordblood	0	2073	102	100.043386	5	4.451285118	102.850523065065	5.66516435925881
PD42874b_lo0011	24.02119938	CB001	CD4 Naive	Naive T	cordblood	0	2073	139	135.618677	5	3.853516216	139.480750910119	5.45519400207572
PD42874b_lo0012	22.52461012	CB001	CD4 Naive	Naive T	cordblood	0	1903	100	97.5726859	5	4.280208608	100.727738966378	5.60191835268912
PD42874b_lo0013	19.42743288	CB001	CD4 Memory	Memory T	cordblood	0	1903	107	107.7438734	7	7.16324454	108.563623290169	7.95860455354555
PD42874b_lo0014	18.04880682	CB001	CD8 Memory	Memory T	cordblood	0	1903	88	90.92866593	10	10.55630451	90.1485819401651	11.1437853022612
PD42874b_lo0016	8.200257241	CB001	B Naive	Naive B	cordblood	0	1903	69	128.2348845	1	4.364223956	87.0433063621521	4.13495125897273
PD42874b_lo0017	13.87174717	CB001	B Naive	Naive B	cordblood	0	1903	112	126.8014093	2	3.747225812	117.399893151633	3.82637865171384
PD42874b_lo0018	13.43129149	CB001	B Naive	Naive B	cordblood	0	1903	76	92.73578032	2	3.872804194	81.9376041682487	3.91058140789636
PD42874b_lo0019	8.84124578	CB001	B Naive	Naive B	cordblood	0	1903	66	117.3386422	2	5.181471624	81.763113026634	4.95994692856832
PD42874b_lo0020	6.109694756	CB001	B Naive	Naive B	cordblood	0	1903	24	117.3475889	4	7.960263951	51.9992953911369	7.76301204452352
PD42874b_lo0021	7.605457176	CB001	B Naive	Naive B	cordblood	0	1903	38	105.5300349	2	5.533807345	58.44967991831	5.30446358662032
PD42874b_lo0022	14.40175475	CB001	B Naive	Naive B	cordblood	0	1903	106	118.6896918	2	3.596115266	110.814986647914	3.72841203805595
PD42874b_lo0023	15.27520154	CB001	B Naive	Naive B	cordblood	0	1903	107	116.6648643	3	4.347086849	110.981464932855	4.57462893684372
PD42473b_lo0001	31.30137871	TX001	CD4 Naive	Naive T	tonsil	4	1903	286	245.3343893	12	6.830589192	245.3343893	6.830589192
PD42473b_lo0010	13.07716178	TX001	CD4 Naive	Naive T	tonsil	4	1903	201	272.9043227	11	15.44007133	272.9043227	15.44007133
PD42473b_lo0013	24.02519993	TX001	CD4 Naive	Naive T	tonsil	4	1903	316	294.9279807	17	14.90265005	294.9279807	14.90265005
PD42473b_lo0015	20.18739587	TX001	CD4 Memory	Memory T	tonsil	4	1903	263	261.7733707	13	12.89514895	261.7733707	12.89514895
PD42473b_lo0003	13.66552816	TX001	CD8 Naive	Naive T	tonsil	4	1903	211	274.1797105	8	12.01616602	274.1797105	12.01616602
PD42473b_lo0004	11.0613129	TX001	CD8 Naive	Naive T	tonsil	4	1903	138	245.005843	2	7.965678297	245.005843	7.965678297
PD42473b_lo0005	20.39774242	TX001	CD8 Naive	Naive T	tonsil	4	1903	254	251.4294126	13	12.77833394	251.4294126	12.77833394
PD42473b_lo0053	23.12391703	TX001	CD8 Naive	Naive T	tonsil	4	1903	278	260.7931592	23	21.34507358	260.7931592	21.34507358
PD42473b_lo0054	24.28034405	TX001	CD4 Memory	Memory T	tonsil	4	1903	287	264.9085596	14	11.78010412	264.9085596	11.78010412
PD42473b_lo0055	9.244022826	TX001	B Naive	Naive B	tonsil	4	1903	131	277.9375897	4	11.44374518	277.9375897	11.44374518
PD42473b_lo0056	7.009600966	TX001	B Naive	Naive B	tonsil	4	1903	52	261.8176783	7	16.40515352	261.8176783	16.40515352
PD42473b_lo0057	7.220489004	TX001	B Naive	Naive B	tonsil	4	1903	63	266.1262949	3	12.21290902	266.1262949	12.21290902
PD42473b_lo0058	8.004956681	TX001	B Naive	Naive B	tonsil	4	1903	113	292.6890995	2	10.51102882	292.6890995	10.51102882
PD42473b_lo0059	21.62112629	TX001	B Naive	Naive B	tonsil	4	1903	222	212.2590777	3	2.11694746	212.2590777	2.11694746
PD42473b_lo0006	16.27224259	TX001	CD4 Memory	Memory T	tonsil	4	1903	510	541.2248088	18	20.24692846	541.2248088	20.24692846
PD42473b_lo0060	14.40978007	TX001	B Naive	Naive B	tonsil	4	1903	181	234.0012768	12	15.49321221	234.0012768	15.49321221
PD42473b_lo0063	16.39363962	TX001	B Naive	Naive B	tonsil	4	1903	199	228.969381	14	16.16868519	228.969381	16.16868519
PD42473b_lo0065	14.2844885	TX001	B Naive	Naive B	tonsil	4	1903	183	237.6509221	9	12.58022728	237.6509221	12.58022728
PD42473b_lo0066	11.59819643	TX001	B Memory	Memory B	tonsil	4	1903	628	724.8012484	28	33.54799589	724.8012484	33.54799589
PD42473b_lo0007	15.10223675	TX001	CD4 Memory	Memory T	tonsil	4	1903	320	364.3238356	9	12.01962404	364.3238356	12.01962404
PD42473b_lo0008	16.96474092	TX001	CD8 Memory	Memory T	tonsil	4	1903	259	283.3057908	4	5.805352602	283.3057908	5.805352602
PD42473b_lo0016	33.30960513	TX001	CD4 Naive	Naive T	tonsil	4	1903	324	280.3501706	20	14.12058053	280.3501706	14.12058053
PD42473b_lo0019	22.17362962	TX001	CD4 Naive	Naive T	tonsil	4	1903	229	216.3544285	13	11.82808305	216.3544285	11.82808305
PD42473b_lo0021	16.53567561	TX001	CD8 Naive	Naive T	tonsil	4	1903	289	317.5238526	12	14.07759195	317.5238526	14.07759195
PD42473b_lo0022	13.9719052	TX001	CD8 Memory	Memory T	tonsil	4	1903	233	291.8778348	9	12.79911403	291.8778348	12.79911403
PD42473b_lo0023	17.94716345	TX001	CD4 Naive	Naive T	tonsil	4	1903	239	254.437889	11	12.19831096	254.437889	12.19831096
PD42473b_lo0028	34.56753999	TX001	CD4 Naive	Naive T	tonsil	4	1903	391	345.819913	24	17.70239183	345.819913	17.70239183
PD42473b_lo0030	24.15936355	TX001	CD4 Memory	Memory T	tonsil	4	1903	420	398.3879896	16	13.83806435	398.3879896	13.83806435
PD42473b_lo0031	31.07745335	TX001	CD8 Memory	Memory T	tonsil	4	1903	459	418.7145842	31	25.91313277	418.7145842	25.91313277
PD42473b_lo0032	15.28165611	TX001	CD4 Naive	Naive T	tonsil	4	1903	309	351.1921549	7	9.898913688	351.1921549	9.898913688
PD42473b_lo0035	19.47865295	TX001	CD4 Naive	Naive T	tonsil	4	1903	367	370.5633665	6	6.295619851	370.5633665	6.295619851
PD42473b_lo0038	12.73173525	TX001	CD4 Memory	Memory T	tonsil	4	1903	289	366.3250148	9	13.69334959	366.3250148	13.69334959
PD42473b_lo0039	30.62352133	TX001	CD4 Memory	Memory T	tonsil	4	1903	398	358.5178066	21	16.08260928	358.5178066	16.08260928
PD42473b_lo0042	39.03990337	TX001	CD4 Naive	Naive T	tonsil	4	1903	262	212.9363668	17	9.366030122	212.9363668	9.366030122
PD42473b_lo0044	19.17648284	TX001	CD4 Memory	Memory T	tonsil	4	1903	456	461.7344923	22	22.46963176	461.7344923	22.46963176
PD42473b_lo0046	43.18121043	TX001	CD4 Naive	Naive T	tonsil	4	1903	314	262.8102358	20	11.31381409	262.8102358	11.31381409
PD42473b_lo0049	20.96555315	TX001	CD4 Naive	Naive T	tonsil	4	1903	267	260.9685903	11	10.46757744	260.9685903	10.46757744
PD42473b_lo0051	16.67456681	TX001	CD8 Naive	Naive T	tonsil	4	1903	268	295.1342741	7	8.988985062	295.1342741	8.988985062
PD42473b_lo0052	15.35975508	TX001	CD8 Naive	Naive T	tonsil	4	1903	192	233.278691	7	9.846623789	233.278691	9.846623789
PD42775b_lo0010	9.719102504	TX002	B Naive	Naive B	tonsil	4	1903	165	307.082214	4	11.04753944	307.082214	11.04753944
PD42775b_lo0011	13.08477491	TX002	B Memory	Memory B	tonsil	4	1903	988	1064.610706	56	60.43452558	1064.610706	60.43452558
PD42775b_lo0012	10.40573628	TX002	B Memory	Memory B	tonsil	4	1903	1588	1714.626328	42	48.48727114	1714.626328	48.48727114
PD42775b_lo0016	21.47767519	TX002	CD4 Naive	Naive T	tonsil	4	1903	288	278.0678032	21	20.19293442	278.0678032	20.19293442
PD42775b_lo0018	20.82242512	TX002	CD4 Naive	Naive T	tonsil	4	1903	261	255.2676521	10	9.545285342	255.2676521	9.545285342
PD42775b_lo0019	10.8243495	TX002	CD8 Naive	Naive T	tonsil	4	1903	134	251.7767409	6	12.15272953	251.7767409	12.15272953
PD42775b_lo0005	8.558130489	TX002	B Memory	Memory B	tonsil	4	1903	244	415.1122614	4	12.02839497	415.1122614	12.02839497
PD42775b_lo0006	14.130182	TX002	B Memory	Memory B	tonsil	4	1903	598	658.8572736	28	31.68795856	658.8572736	31.68795856
PD42775b_lo0008	9.561262718	TX002	B Memory	Memory B	tonsil	4	1903	737	882.8083392	23	30.17838943	882.8083392	30.17838943
