colony	meandp	Donor	CellType	Cell.type2	Tissue	Age	Project	Nmut	Nmut_adj_as	Nmut_indel	Nmut_adj_as_indel	Nmut_hsc_as	Nmut_hsc_as_indel
T19_F10	20.20125828	AX001	CD4 Memory	Memory T	blood	63	1903	2172	2378.418939	65	83.21197312	2190.35629251696	75.6010067955478
T19_F11	11.31927603	AX001	CD4 Memory	Memory T	blood	63	1903	1087	1737.474958	27	69.91176368	1239.39348073621	56.326095694225
T19_F7	22.03582145	AX001	CD4 Memory	Memory T	blood	63	1903	1886	2038.242241	87	101.1900226	1897.34504887536	95.0110092190686
T2_A12	21.16129469	AX001	CD4 Naive	Naive T	blood	63	1903	1485	1661.914995	55	71.06746011	1499.32549955794	64.2031432700785
T2_A2	26.51417516	AX001	CD4 Naive	Naive T	blood	63	1903	1323	1376.096513	44	49.61462031	1325.68425514281	46.9528547127583
T2_A4	22.88353033	AX001	CD4 Naive	Naive T	blood	63	1903	1269	1399.170588	43	55.43674319	1277.96928192138	49.9247416876907
T2_A5	25.13968402	AX001	CD4 Naive	Naive T	blood	63	1903	1385	1464.256676	63	71.07209962	1389.48216106885	67.3361576141005
T2_A6	25.18425886	AX001	CD4 Naive	Naive T	blood	63	1903	1486	1564.354681	56	63.99008809	1490.41462674584	60.2891216014846
T2_A7	26.79805368	AX001	CD4 Naive	Naive T	blood	63	1903	1749	1797.098581	69	74.12502946	1751.37783860936	71.6837769673326
T2_A9	23.92772813	AX001	CD4 Naive	Naive T	blood	63	1903	1493	1598.273624	59	69.36365297	1499.60656248749	64.674472619686
T2_B10	23.94397697	AX001	CD4 Naive	Naive T	blood	63	1903	1325	1429.90502	59	69.33212775	1331.57404194827	64.6557482163533
T2_B2	24.99379723	AX001	CD4 Naive	Naive T	blood	63	1903	1614	1696.235101	63	71.34161956	1618.7080307259	67.4911562133424
T2_B4	21.05192086	AX001	CD4 Naive	Naive T	blood	63	1903	1535	1715.144604	60	76.30730407	1549.74162976852	69.3575762339738
T2_C8	20.44883928	AX001	CD8 Naive	Naive T	blood	63	1903	1261	1459.555892	38	55.65037575	1278.23131742205	48.2312429154791
T2_F10	18.91054454	AX001	CD4 Memory	Memory T	blood	63	1903	2262	2512.482832	81	102.2392343	2287.3642505715	93.6388751427031
T2_F11	26.29290295	AX001	CD4 Memory	Memory T	blood	63	1903	1688	1745.084929	69	75.00043008	1690.93717369944	72.1664274400079
T20_A1	25.46795147	AX001	CD4 Naive	Naive T	blood	63	1903	1245	1317.701018	54	61.47182771	1249.00046557208	57.9932697605105
T20_B1	28.26720575	AX001	CD4 Naive	Naive T	blood	63	1903	1445	1469.243685	55	57.68519212	1446.07240564407	56.3755989728073
T20_B10	23.81181272	AX001	CD4 Naive	Naive T	blood	63	1903	1402	1509.919382	64	74.58918787	1408.84206683885	69.8086821324722
T20_B3	26.34085021	AX001	CD4 Naive	Naive T	blood	63	1903	1559	1615.213694	72	77.91651584	1561.8812858544	75.1198603178894
T20_B4	33.25440753	AX001	CD4 Naive	Naive T	blood	63	1903	1677	1640.809177	87	82.47014709	1675.83789789908	84.8365347705798
T20_B6	20.90645627	AX001	CD4 Naive	Naive T	blood	63	1903	1226	1410.491233	51	67.62805556	1241.31132979267	60.5648572196523
T20_B7	26.21149198	AX001	CD4 Naive	Naive T	blood	63	1903	1416	1474.573176	51	57.14331067	1419.03347244329	54.2458636977534
T20_B8	21.90357033	AX001	CD4 Naive	Naive T	blood	63	1903	1148	1303.845591	47	61.4693991	1159.75868256687	55.1865208474458
T20_B9	19.69218607	AX001	CD4 Naive	Naive T	blood	63	1903	1279	1502.168167	48	67.3858033	1299.87799370508	59.3822833001512
T20_F8	21.34696438	AX001	CD4 Memory	Memory T	blood	63	1903	2190	2361.507344	79	94.66290115	2203.64232855534	87.9437454932717
T3_A10	28.79441716	AX001	CD4 Naive	Naive T	blood	63	1903	1374	1390.448917	47	48.84679164	1374.70044588483	47.9388056025695
T3_A11	35.55009912	AX001	CD4 Naive	Naive T	blood	63	1903	1572	1516.134939	88	80.63757398	1570.40625314186	84.5875937368853
T3_A2	36.08467567	AX001	CD4 Naive	Naive T	blood	63	1903	1528	1468.126815	65	57.01740792	1526.33413444696	61.325150139302
T3_A3	29.33528683	AX001	CD4 Naive	Naive T	blood	63	1903	1425	1433.840379	77	78.00632243	1425.36241235362	77.507555479212
T3_A9	35.51749721	AX001	CD4 Naive	Naive T	blood	63	1903	1638	1582.3859	78	70.67586201	1636.41094105092	74.603927583532
T3_B10	18.50298932	AX001	CD4 Naive	Naive T	blood	63	1903	1210	1475.533975	36	58.23079268	1238.03897290745	49.322594797614
T3_B4	27.96221173	AX001	CD4 Naive	Naive T	blood	63	1903	1659	1687.930964	63	66.17901792	1660.30881215778	64.63594068109
T3_B5	24.86843344	AX001	CD4 Naive	Naive T	blood	63	1903	1514	1598.827076	59	67.57458763	1518.9081929338	63.6256535326442
T3_B6	25.09173155	AX001	CD4 Naive	Naive T	blood	63	1903	1439	1519.231199	53	61.16050118	1443.55557896825	57.3869254731253
T3_B7	25.56605432	AX001	CD4 Naive	Naive T	blood	63	1903	1432	1502.780456	46	53.29408476	1435.86334098084	49.8923563662479
T3_B9	16.74097427	AX001	CD4 Naive	Naive T	blood	63	1903	1150	1487.604038	35	61.72477639	1192.92578942935	51.5200819242223
T3_F4	23.58487114	AX001	CD4 Memory	Memory T	blood	63	1903	1842	1955.182814	82	93.03403698	1849.32148349148	88.0746988348467
T4_A10	30.95790975	AX001	CD4 Naive	Naive T	blood	63	1903	1292	1280.185857	61	59.59979002	1291.56515050449	60.3098971199287
T4_A2	27.46479101	AX001	CD4 Naive	Naive T	blood	63	1903	1406	1442.867203	72	75.99852657	1407.73128295416	74.0729639377922
T4_A4	34.72734728	AX001	CD4 Naive	Naive T	blood	63	1903	1455	1405.707383	58	51.62053691	1453.53584862894	55.0117233055231
T4_A7	28.65073869	AX001	CD4 Naive	Naive T	blood	63	1903	1401	1419.535366	67	69.07338327	1401.79744169014	68.0562079233897
T4_B10	27.75221919	AX001	CD4 Naive	Naive T	blood	63	1903	1412	1444.236542	63	66.52283376	1413.48136299172	64.8185335734162
T4_B12	29.16636116	AX001	CD4 Naive	Naive T	blood	63	1903	1685	1696.175648	81	82.26671024	1685.46356556748	81.6404502140129
T4_B3	31.82981814	AX001	CD4 Naive	Naive T	blood	63	1903	1269	1247.311771	62	59.37479094	1268.24369186903	60.7217183938455
T4_B6	26.93146196	AX001	CD4 Naive	Naive T	blood	63	1903	1346	1391.795097	57	61.89701741	1348.24052003854	59.5592071048722
T4_B7	23.21414684	AX001	CD4 Naive	Naive T	blood	63	1903	1402	1524.024034	51	62.77019117	1410.15977495402	57.5186889295464
T4_D12	27.40282756	AX001	CD8 Naive	Naive T	blood	63	1903	1210	1247.881825	56	60.10185293	1211.7873304744	58.1285049336798
T5_A1	25.46122919	AX001	CD4 Naive	Naive T	blood	63	1903	1347	1419.833258	58	65.48403428	1351.0099736051	62.0002103901957
T5_A11	29.09099312	AX001	CD4 Naive	Naive T	blood	63	1903	1558	1570.22947	65	66.38350045	1558.50996289529	65.7002646304682
T5_A4	33.92990866	AX001	CD4 Naive	Naive T	blood	63	1903	1595	1552.57701	94	88.60725141	1593.68680719008	91.4474251275832
T5_A5	23.08026597	AX001	CD4 Naive	Naive T	blood	63	1903	1475	1600.292714	58	70.03895798	1483.48027618386	64.6819563863633
T5_A7	28.31296206	AX001	CD4 Naive	Naive T	blood	63	1903	1458	1481.551909	57	59.61166783	1459.03833041311	58.3370314171984
T5_A9	26.90232804	AX001	CD4 Naive	Naive T	blood	63	1903	1226	1272.295697	45	49.94669899	1228.27015407574	47.5863092399037
T5_B10	20.98400831	AX001	CD4 Naive	Naive T	blood	63	1903	1467	1649.166576	64	80.45680147	1482.00526397596	73.4540796997396
T5_B11	29.04219971	AX001	CD4 Naive	Naive T	blood	63	1903	1535	1547.915669	54	55.45931347	1535.54042653357	54.7391612956729
T5_B3	24.06949017	AX001	CD4 Naive	Naive T	blood	63	1903	1579	1681.076517	58	68.08936147	1585.326843836	63.5118482332656
T5_B7	22.45994346	AX001	CD4 Naive	Naive T	blood	63	1903	1281	1421.981537	53	66.30478861	1291.09930411336	60.4592668744234
T5_E12	23.48867082	AX001	CD4 Memory	Memory T	blood	63	1903	6558	6673.447779	107	118.2239298	6565.53228094099	113.188777522916
T5_F6	26.54101562	AX001	CD4 Memory	Memory T	blood	63	1903	1614	1666.618275	75	80.56807115	1616.65443048057	77.9271777158508
T6_A11	25.81177102	AX001	CD4 Naive	Naive T	blood	63	1903	1729	1795.046415	79	85.85219335	1732.53299829818	82.6426988564265
T6_A3	25.04273311	AX001	CD4 Naive	Naive T	blood	63	1903	1337	1418.231508	66	74.25102266	1341.63143015668	70.4389827311257
T6_A5	25.60828704	AX001	CD4 Naive	Naive T	blood	63	1903	1446	1515.959051	73	80.21779912	1449.8052432898	76.8491319434131
T6_A6	26.0016089	AX001	CD4 Naive	Naive T	blood	63	1903	1305	1367.46246	52	58.51399694	1308.29010455259	55.4528106994396
T6_A9	27.61225543	AX001	CD4 Naive	Naive T	blood	63	1903	1225	1259.475966	49	52.75373472	1226.60102580429	50.9417732774296
T6_B7	25.20175172	AX001	CD4 Naive	Naive T	blood	63	1903	1581	1659.001724	65	72.95794671	1585.38830977683	69.2707039036974
T6_E12	23.32111428	AX001	CD4 Memory	Memory T	blood	63	1903	2374	2493.441604	77	88.55657082	2381.91061381609	83.3893664881423
T7_A10	28.08667377	AX001	CD4 Naive	Naive T	blood	63	1903	1672	1699.002075	63	65.97670976	1673.21035820979	64.529011222174
T7_A4	26.68488	AX001	CD4 Naive	Naive T	blood	63	1903	1486	1536.075273	83	88.3194938	1488.497635715	85.7903930518289
T7_A7	22.93768211	AX001	CD4 Naive	Naive T	blood	63	1903	1413	1541.819011	58	70.32691389	1421.83249616241	64.8575720050844
T7_B11	21.36688101	AX001	CD4 Naive	Naive T	blood	63	1903	1362	1532.932794	53	68.61969626	1375.57073953428	61.9161243592749
T7_B4	27.00852577	AX001	CD4 Naive	Naive T	blood	63	1903	1550	1594.477465	76	80.76590347	1552.16307185097	78.4877904891829
T7_B5	27.64731065	AX001	CD4 Naive	Naive T	blood	63	1903	1298	1331.912326	70	73.69577088	1299.57069665443	71.9107897417637
T7_B7	24.71649851	AX001	CD4 Naive	Naive T	blood	63	1903	1532	1620.00926	62	70.85863124	1537.15853990983	66.7902880431499
T7_B8	14.57793342	AX001	CD4 Naive	Naive T	blood	63	1903	1004	1447.891282	29	61.73140345	1075.55651239739	50.0409475755117
T7_F12	25.96701932	AX001	CD4 Memory	Memory T	blood	63	1903	1560	1623.11077	71	77.57541217	1563.33358532531	74.4872172366047
T8_A11	25.65492599	AX001	CD4 Naive	Naive T	blood	63	1903	1494	1563.055701	69	76.13371677	1497.74172848105	72.801550173923
T8_A12	27.29315836	AX001	CD4 Naive	Naive T	blood	63	1903	1301	1340.692055	62	66.28541373	1302.88848405172	64.2274163522347
T8_A4	26.38210648	AX001	CD4 Naive	Naive T	blood	63	1903	1624	1679.467149	71	76.84445109	1626.83368172499	74.0799197797082
T8_A9	26.27037316	AX001	CD4 Naive	Naive T	blood	63	1903	1348	1405.495663	44	50.03992104	1350.96364590229	47.1883644819288
T8_B10	28.177825	AX001	CD4 Naive	Naive T	blood	63	1903	1684	1709.603558	57	59.82923716	1685.13999899069	58.4513044442298
T8_B5	19.14624124	AX001	CD4 Naive	Naive T	blood	63	1903	1138	1380.035866	56	76.67373291	1161.92668687626	68.2525070724366
T8_B7	25.02930941	AX001	CD4 Naive	Naive T	blood	63	1903	1408	1489.506356	54	62.27585587	1412.65235839177	58.4532765833432
T8_B9	23.26500784	AX001	CD4 Naive	Naive T	blood	63	1903	1501	1621.792922	58	69.66849497	1509.04054833022	64.4570744032547
T8_E11	18.10581202	AX001	CD4 Memory	Memory T	blood	63	1903	1430	1710.762183	73	96.21407515	1460.89486912388	87.0084363625878
T8_E8	15.89384918	AX001	CD4 Memory	Memory T	blood	63	1903	1320	1696.69839	60	89.01043393	1372.50107553907	78.2074630249751
T8_F11	16.49690469	AX001	CD4 Memory	Memory T	blood	63	1903	1261	1609.552998	59	86.37473544	1306.49838531374	75.995759086866
T9_A12	24.91254263	AX001	CD4 Naive	Naive T	blood	63	1903	1392	1475.911621	59	67.49247238	1396.83711424373	63.5781917870825
T9_B5	23.38314201	AX001	CD4 Naive	Naive T	blood	63	1903	1452	1569.955853	33	44.43314899	1459.76887805409	39.314828839
T9_B9	23.01373992	AX001	CD4 Naive	Naive T	blood	63	1903	1544	1670.932163	66	78.17308962	1552.64319452496	72.7636703271475
10_D2	24.04381382	AX001	Treg	Treg	blood	63	1903	1347	1449.652451	46	56.13891655	1353.37684125586	51.5411801906058
10_G7	25.27786687	AX001	Treg	Treg	blood	63	1903	1381	1457.472632	61	68.81837713	1385.27500925516	65.1908342126661
11_B7	23.85525298	AX001	Treg	Treg	blood	63	1903	1384	1490.924515	66	76.50453441	1390.75308292972	71.7582551898219
11_H4	25.33527988	AX001	Treg	Treg	blood	63	1903	1579	1654.326403	74	81.7134046	1583.19083361821	78.1308772799853
2_H3	21.2775159	AX001	Treg	Treg	blood	63	1903	1732	1905.519087	62	77.81384271	1745.89449785894	71.0403664590936
3_E2	18.97996522	AX001	Treg	Treg	blood	63	1903	1476	1723.975628	65	86.07207632	1500.93282104885	77.5243971658465
6_G1	22.22969547	AX001	Treg	Treg	blood	63	1903	1959	2106.039514	91	104.7833489	1969.7606939078	98.756711481502
7_F9	22.42752572	AX001	Treg	Treg	blood	63	1903	1487	1628.826608	68	81.37187779	1497.19034418034	75.500847694721
9_D1	23.99619146	AX001	Treg	Treg	blood	63	1903	1948	2051.72433	94	104.2309756	1954.47035000385	99.5957275419405
9_E5	19.91884444	AX001	Treg	Treg	blood	63	1903	1845	2060.612572	73	91.85997445	1864.71917588784	84.0308997498696
9_H12	25.10213553	AX001	Treg	Treg	blood	63	1903	1588	1668.01939	73	81.14130537	1592.5395817412	77.3758956685217
PD40521di	15.14597116	KX001	HSC	HSC	bonemarrow	29	1882	515	707.4782132	2	18.29617811	606.211618859673	11.4313329570054
PD40521dk	14.51794409	KX001	HSC	HSC	bonemarrow	29	1882	541	752.6144162	2	19.44230139	642.529807322327	12.1514674114256
PD40521gt	15.59977145	KX001	HSC	HSC	bonemarrow	29	1882	553	732.5904387	0	15.4995889	637.353734627718	8.93432610061337
PD40521ha	17.29231245	KX001	HSC	HSC	bonemarrow	29	1882	587	724.6976905	1	13.74728756	649.619188350545	8.24047342162859
PD40521hb	15.53063989	KX001	HSC	HSC	bonemarrow	29	1882	578	759.5050367	2	17.61927041	663.367724615386	11.0088102874887
PD40521hi	15.54639016	KX001	HSC	HSC	bonemarrow	29	1882	533	714.0673239	0	15.5919513	618.135757417728	8.99180226663339
PD40521ap	15.12294048	KX001	HSC	HSC	bonemarrow	29	1882	441	634.1527564	1	17.3373023	532.57262442749	10.4570701316126
PD40521au	15.00399237	KX001	HSC	HSC	bonemarrow	29	1882	532	728.6688621	3	19.55078188	625.457650722462	12.5907975175627
PD40521cl	15.3329117	KX001	HSC	HSC	bonemarrow	29	1882	484	671.0770041	2	17.9648801	572.32831222988	11.2242748613309
PD40521cm	16.5938422	KX001	HSC	HSC	bonemarrow	29	1882	538	691.8781392	0	13.8427197	608.907327016965	7.91016931460582
PD40521i	26.53690335	KX001	T	Naive T	bonemarrow	29	1903	972	990.5815747	35	37.41464595	979.250826791571	36.2757438599077
PD40521j	29.9405493	KX001	T	Naive T	bonemarrow	29	1903	1220	1220.253597	49	49.03659047	1220.0946208064	49.0188907967147
PD40521k	30.51183516	KX001	T	Naive T	bonemarrow	29	1903	695	692.895811	33	32.69135684	694.220273001667	32.8412406927606
PD40521l	31.45641636	KX001	T	Naive T	bonemarrow	29	1903	1012	1006.361403	55	54.1507029	1009.93331737455	54.5657401050879
PD40521m	44.92735041	KX001	T	Naive T	bonemarrow	29	1903	822	793.9881744	43	37.37480853	812.752899547118	40.3158248413056
PD40521oh	11.92116242	KX001	B	Memory B	blood	29	1903	1335	1644.605154	48	70.77018507	1491.5789862801	61.5716874156728
PD40521oq	21.92219735	KX001	B	Memory B	blood	29	1903	1840	1900.690477	58	64.72319334	1865.42599286524	61.6764322927104
PD40521os	14.29347314	KX001	B	Memory B	blood	29	1903	1718	1936.841654	36	53.8646504	1823.46692269804	46.4183022138106
PD40521ot	10.91971784	KX001	B	Naive B	blood	29	1903	581	938.1488482	8	33.10529015	765.436440598666	23.1053531180046
PD40521ov	14.92316759	KX001	B	Memory B	blood	29	1903	883	1082.089201	34	50.69688289	977.758375720658	43.6824363836844
PD40521oi	9.490644349	KX001	B	Naive B	blood	29	1903	421	857.6505333	6	34.74211831	653.430494643826	23.532140451572
PD40521oj	22.40683697	KX001	B	Naive B	blood	29	1903	789	843.9926995	42	48.20076034	811.855578279676	45.3779647316283
PD40521ok	15.05542599	KX001	B	Naive B	blood	29	1903	625	820.1418045	20	36.45824796	717.63830740091	29.5328073015024
PD40521om	13.16975288	KX001	B	Naive B	blood	29	1903	536	794.3653767	13	33.08438213	663.361338396344	24.8331630616127
PD40521on	13.38048591	KX001	B	Memory B	blood	29	1903	1081	1331.507487	46	65.65435623	1203.96136839271	57.557464271423
PD40521op	13.84817505	KX001	B	Memory B	blood	29	1903	2025	2258.81762	59	77.72290741	2138.6922921744	69.9629057444987
PD40667ui	13.3656412	KX001	B	Memory B	spleen	29	1903	1056	1307.05402	29	48.68443667	1179.26666377744	40.5767249291069
PD40667uj	22.27173972	KX001	B	Memory B	spleen	29	1903	2531	2587.545119	126	132.3445698	2554.55290149479	129.459935967373
PD40667uk	14.16469684	KX001	B	Memory B	spleen	29	1903	2525	2748.083921	71	89.11003656	2632.78786650431	81.5736892859099
PD40667ul	8.301950187	KX001	B	Memory B	spleen	29	1903	1440	1954.996807	27	59.06480983	1721.2476419413	46.7871572340722
PD40667um	26.16259105	KX001	B	Naive B	spleen	29	1903	612	633.1369341	34	36.71341951	620.292047516413	35.4374128206775
PD40667un	7.5162839	KX001	B	Naive B	spleen	29	1903	269	842.8294778	9	43.42183188	587.787932372333	30.4073089981389
PD40667uo	9.897603501	KX001	B	Memory B	spleen	29	1903	913	1325.489056	30	57.66817994	1130.67013722127	46.8108693792949
PD40667uq	9.203078902	KX001	B	Naive B	spleen	29	1903	358	812.5099568	6	35.52012522	601.433148957341	24.0570155359696
PD40667ur	15.07243398	KX001	B	Memory B	spleen	29	1903	3224	3418.639083	86	102.4277243	3316.36879640687	95.5136868750284
PD40667ub	15.13234464	KX001	B	Memory B	spleen	29	1903	2106	2298.877054	87	103.3205005	2197.42504837183	96.44655396094
PD40667uf	12.25433644	KX001	B	Memory B	spleen	29	1903	1136	1431.109752	26	48.02979395	1284.224481357	39.0896361242355
PD40667uh	20.94800939	KX001	B	Memory B	spleen	29	1903	1579	1652.287981	57	64.82997925	1610.21193153858	61.3147923969089
PD40521ow	23.22371991	KX001	B	Memory B	blood	29	1903	1687	1733.164415	76	81.36029268	1705.93494574377	78.9018219566831
PD40521ox	16.63001786	KX001	B	Memory B	blood	29	1903	1492	1645.003577	72	85.78462481	1562.4557899252	79.8745013917432
PD40521oy	7.374696799	KX001	B	Memory B	blood	29	1903	1454	2039.085098	18	52.86091738	1780.05015632739	39.7109295392839
PD40521oz	15.06617053	KX001	B	Memory B	blood	29	1903	2031	2225.824075	72	88.43895995	2123.46795852884	81.5207245454823
PD40521pc	9.68390943	KX001	B	Naive B	blood	29	1903	449	874.0169948	13	41.22819259	674.305287861608	30.1865062214585
PD40521pd	19.00026951	KX001	B	Memory B	blood	29	1903	1568	1671.797514	65	75.28903986	1613.74332507424	70.760586861586
PD40521pe	11.03326134	KX001	B	Memory B	blood	29	1903	1231	1582.442444	27	51.83202136	1412.05754047273	41.9248523610864
PD40521ph	8.825205458	KX001	B	Memory B	blood	29	1903	943	1422.015341	20	50.56719139	1201.65307323443	38.7664679993805
PD40521pj	6.899978798	KX001	B	Naive B	blood	29	1903	248	872.3698122	6	42.3660981	599.589133575706	28.7559247829145
PD40521pl	13.6562683	KX001	B	Memory B	blood	29	1903	2078	2318.543579	55	74.10132934	2195.41500028681	66.2040230497083
PD40521pm	12.91156062	KX001	B	Memory B	blood	29	1903	1408	1676.290735	35	55.62020024	1540.95078267159	47.1777345621194
PD40521pn	16.3188324	KX001	B	Memory B	blood	29	1903	1805	1965.662622	61	75.28932529	1879.42351040132	69.1849228787923
PD40521po	14.06742465	KX001	B	Memory B	blood	29	1903	1033	1259.335715	31	49.29690088	1142.57181504935	41.6921918296451
PD40521pt	9.789885044	KX001	B	Memory B	blood	29	1903	1180	1598.760662	27	54.94939622	1401.48740781879	43.9993692403823
PD40521pu	15.22688218	KX001	B	Memory B	blood	29	1903	1237	1427.124382	48	64.1522412	1326.95347183878	57.3413120894735
PD40521px	14.18479163	KX001	B	Memory B	blood	29	1903	1309	1531.417251	58	76.07159545	1416.42265094617	68.5493299009152
PD40521qc	8.948814328	KX001	B	Naive B	blood	29	1903	318	788.8665021	10	40.2215472	571.576469663811	28.5318885365905
PD40521qd	12.19420658	KX001	B	Naive B	blood	29	1903	519	816.6796193	8	30.16210842	668.700684582269	21.1756297587752
PD40521qe	11.61534564	KX001	B	Naive B	blood	29	1903	636	959.4737639	12	35.46554622	800.634532746202	26.0263003465991
PD40521qf	18.99353172	KX001	B	Naive B	blood	29	1903	993	1096.917021	53	63.29815757	1038.80155024345	58.7660142281911
PD40521qi	14.61274036	KX001	B	Naive B	blood	29	1903	589	797.6249995	18	35.26597389	688.907618573407	28.0402967462671
PD40521qk	9.800909872	KX001	B	Memory B	blood	29	1903	958	1376.114728	22	49.92051383	1179.09379294058	38.979997187518
PD40521ql	13.41467438	KX001	B	Naive B	blood	29	1903	585	834.2528233	22	41.58520284	707.260925766778	33.5131990956663
PD40521qo	19.0215825	KX001	B	Naive B	blood	29	1903	579	682.4201888	24	34.26022862	624.559550512471	29.7434399281158
PD40521qp	17.66457645	KX001	T	Naive T	blood	29	1903	606	735.6551441	24	36.18551099	664.553228985664	30.8994165447645
PD40521qq	19.79188662	KX001	T	Naive T	blood	29	1903	870	960.4605922	30	39.2479649	909.307024997865	35.1440491561965
PD40521qr	21.03832098	KX001	T	Naive T	blood	29	1903	745	817.0519633	28	35.7240885	775.63826026157	32.253371614396
PD40521qs	22.99852308	KX001	T	Naive T	blood	29	1903	1032	1080.505439	54	59.58709211	1051.96695759601	57.0298098174527
PD40521qt	25.98826366	KX001	T	Naive T	blood	29	1903	898	920.3700971	38	40.8553305	906.7978656187	39.5144751138037
PD40521qu	26.82896425	KX001	T	Naive T	blood	29	1903	904	920.6722316	28	30.18703758	910.479124861145	29.1531147430529
PD40521qv	23.66675051	KX001	T	Naive T	blood	29	1903	836	877.7540102	35	39.924671	853.006323169483	37.6570513073852
PD40521qw	21.824688	KX001	T	Naive T	blood	29	1903	785	846.8808368	25	31.83052075	810.966773858228	28.7379795537904
PD40521qx	26.54009437	KX001	T	Naive T	blood	29	1903	836	854.5603199	32	34.41213327	843.242206197448	33.2743875688608
PD40521qy	20.27276386	KX001	T	Naive T	blood	29	1903	715	798.0034794	22	30.64384097	750.763925274596	26.7892319335362
PD40521qz	20.8594083	KX001	T	Naive T	blood	29	1903	770	844.5147496	30	37.93453318	801.782550179326	34.3755081895846
PD40521ra	21.61960752	KX001	T	Naive T	blood	29	1903	726	790.4341229	30	37.05871757	753.131018865286	33.869097228495
PD40521rb	23.85721267	KX001	T	Memory T	blood	29	1903	1307	1346.934561	64	68.7416113	1323.21683799578	66.5546153958041
PD40521sc	20.4023523	KX001	T	Naive T	blood	29	1903	761	842.0723049	29	37.48457618	795.853206688793	33.6960630403286
PD40521sd	21.25511982	KX001	T	Naive T	blood	29	1903	842	911.1433366	38	45.47267669	871.293298679284	42.1078326413259
PD40521se	21.54751852	KX001	T	Naive T	blood	29	1903	670	735.3479201	23	30.13973396	697.549093236226	26.9157313616938
PD40521sf	19.28311671	KX001	T	Naive T	blood	29	1903	885	983.8740349	22	31.91024933	928.352924286063	27.535531265612
PD40521sg	25.54806832	KX001	T	Naive T	blood	29	1903	730	755.6111102	35	38.22167782	740.137294485402	36.7142109332407
PD40521sh	19.50962157	KX001	T	Memory T	blood	29	1903	838	933.0596342	30	39.61241007	879.512440345371	35.3591563557929
PD40521si	19.5178866	KX001	T	Naive T	blood	29	1903	843	937.9225601	34	43.60163345	884.446490283346	39.3527843837268
PD40521sj	23.43833391	KX001	T	Naive T	blood	29	1903	678	721.9962233	26	31.14753738	695.984223344055	28.7821015597453
PD40521sk	32.72667915	KX001	T	Naive T	blood	29	1903	757	747.2429442	35	33.47910081	753.473234485716	34.2283729898764
PD40521sl	27.82171259	KX001	T	Naive T	blood	29	1903	898	908.6978339	38	39.4480994	902.101252421624	38.7582690494158
PD40521sm	24.24161908	KX001	T	Naive T	blood	29	1903	741	777.3966649	23	27.37968275	755.692336758455	25.3528405057604
PD40521sn	30.43750741	KX001	T	Naive T	blood	29	1903	1079	1077.192767	47	46.73547674	1078.32972091	46.8638702080697
PD40521so	22.90556668	KX001	T	Naive T	blood	29	1903	744	793.4918996	26	31.681784	764.403506436561	29.0833567118367
PD40521sp	23.23351936	KX001	T	Naive T	blood	29	1903	955	1001.064096	39	44.35050696	973.890848174287	41.8963080952016
PD40521sq	18.67251447	KX001	T	Naive T	blood	29	1903	621	730.7335698	17	27.73770255	669.646839122481	23.0282149241965
PD40521rc	27.64518957	KX001	T	Memory T	blood	29	1903	790	801.7046449	28	29.57567162	794.497908011115	28.826070833924
PD40521rd	10.45805499	KX001	T	Memory T	blood	29	1903	978	1359.237284	16	42.23962367	1176.80070771463	31.8574216540153
PD40521re	9.058649351	KX001	T	Memory T	blood	29	1903	632	1095.734647	13	42.916982	881.146027494321	31.3255010825323
PD40521rf	25.40921946	KX001	T	Naive T	blood	29	1903	791	817.6724457	41	44.33965571	801.578994157769	42.7787746090365
PD40521rg	21.4269174	KX001	T	Naive T	blood	29	1903	813	879.8959235	30	37.27621215	841.258988313641	33.9943883730947
PD40521rh	30.46350991	KX001	T	Naive T	blood	29	1903	862	860.0885532	47	46.720015	861.291288797308	46.8559372504335
PD40521ri	28.35445467	KX001	T	Naive T	blood	29	1903	1021	1028.795549	38	39.07274805	1023.96756730222	38.5596895674113
PD40521rj	27.31022599	KX001	T	Naive T	blood	29	1903	941	954.6797626	24	25.82223836	946.280921623063	24.9575519223873
PD40521rk	28.82093999	KX001	T	Naive T	blood	29	1903	852	857.4139785	30	30.75566373	854.048533130603	30.39302087562
PD40521rl	28.78876747	KX001	T	Naive T	blood	29	1903	742	747.5736414	30	30.77719341	744.109817832593	30.4043054578738
PD40521rm	22.98932015	KX001	T	Naive T	blood	29	1903	1077	1125.602573	49	54.59643881	1097.00989909416	52.0350923666744
PD40521rn	17.992274	KX001	T	Naive T	blood	29	1903	761	883.8901326	32	43.70326218	816.162146265311	38.6079682586055
PD40521ro	23.95531854	KX001	T	Naive T	blood	29	1903	744	783.0147857	18	22.64829044	759.819135063173	20.5024929950323
PD40521rp	23.93205788	KX001	T	Naive T	blood	29	1903	732	771.2318064	28	32.67035747	747.912887371054	30.514812078336
PD40521rq	25.69433414	KX001	T	Memory T	blood	29	1903	1061	1085.513586	43	46.09866325	1070.68211438438	44.647015289142
PD40521rr	27.82370338	KX001	T	Naive T	blood	29	1903	828	838.6866148	24	25.44667044	832.096842046517	24.7575104665789
PD40521rs	28.59755786	KX001	T	Naive T	blood	29	1903	966	972.5364296	35	35.90617869	968.480381403454	35.4720101247205
PD40521rt	22.61263615	KX001	T	Naive T	blood	29	1903	778	830.6795643	29	34.98435258	799.820843111139	32.2548847575897
